,Unnamed: 0,filename,AttackType:Reconnaissance,AttackType:SocialEngineering,AttackType:Malware,AttackType:CredentialPhishing,Attacker Title,Urgency of the attack email,DateAndTime:Date,DateAndTime:time,Attacker Offering,AttackerLocation:Country,AttackerLocation:Region,AttackerLocation:City,AttackerLocation:Country From Content,Attacker Relationship,AttackerSentiment:polarity,AttackerSentiment:subjectivity,AttackerLanguageStyle:misspelling,AttackerLanguageStyle:randomCapital,Estimated Age,Attacker IP Known As Phisher,Total Deaths and Injuries,Total Damage,Disaster Count,GDP per capita,Internet Use,Age dependency,URL Label,URL Length,URL Classification,cosineCluster,ediCluster,jaccardCluster
105,105,1092.json,False,False,True,False,ministry,0,,,Money,Ivory Coast,Unknown,Unknown,Ivory Coast,stranger,0.14,0.25,3,2,33.0,unknown,,,,,,,good,short,Arts,cluster 11,cluster 55,cluster 17
106,106,1093.json,True,True,False,False,no title exist,2,2004-08-22,13:24,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.0,0.25,1,1,32.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 11,cluster 12,cluster 6
107,107,1094.json,False,True,False,False,no title exist,2,2004-08-22,13:45,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.0,0.25,1,1,33.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 11,cluster 6,cluster 10
108,108,1095.json,True,False,False,False,secretary,2,2004-08-23,09:40,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.03,0.32,1,1,29.0,unknown,464473.0,48757.0,89.0,1781.88,1.29,86.7,,,,cluster 10,cluster 22,cluster 3
109,109,1096.json,True,False,False,False,native,0,2004-08-23,12:59,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.11,0.55,1,1,34.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 9,cluster 21,cluster 8
110,110,1097.json,False,False,False,False,no title exist,2,2004-08-24,14:51,Money,Senegal,Unknown,Unknown,Senegal,stranger,0.11,0.53,1,2,34.0,unknown,464473.0,48757.0,89.0,1201.7,4.39,89.21,,,,cluster 3,cluster 11,cluster 3
111,111,1098.json,True,False,True,False,no title exist,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,0.29,0.46,1,1,33.0,unknown,,,,,,,,short,,cluster 5,cluster 61,cluster 18
112,112,1099.json,True,False,True,False,wife,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,0.29,0.46,1,1,33.0,unknown,,,,,,,,short,,cluster 10,cluster 64,cluster 5
113,113,11.json,False,True,False,False,manager,2,2002-11-08,10:15,Money,Nigeria,Unknown,Unknown,Nigeria,unknown,0.12,0.41,2,2,34.0,unknown,7811.0,1655.428,70.0,1598.82,0.32,86.8,,,,cluster 8,cluster 35,cluster 12
114,114,110.json,True,False,True,True,no title exist,1,2003-02-12,06:16,Service,Unknown,Unknown,Unknown,Unknown,stranger,0.18,0.33,1,2,34.0,unknown,96784.0,11282.3,82.0,,,,,long,,cluster 3,cluster 6,cluster 6
115,115,1100.json,False,False,False,True,manager,2,2004-08-24,07:47,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.15,0.39,1,1,33.0,unknown,464473.0,48757.0,89.0,1781.88,1.29,86.7,,,,cluster 8,cluster 2,cluster 2
116,116,1101.json,False,False,False,True,manager,2,2004-08-24,07:47,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.15,0.39,1,1,33.0,unknown,464473.0,48757.0,89.0,1781.88,1.29,86.7,,,,cluster 8,cluster 2,cluster 2
117,117,1102.json,False,True,False,False,no title exist,2,2004-08-25,16:37,Money,Benin,Unknown,Unknown,Benin,stranger,0.13,0.44,1,2,33.0,unknown,464473.0,48757.0,89.0,1001.85,1.18,91.57,,,,cluster 2,cluster 30,cluster 2
118,118,1103.json,False,False,False,False,no title exist,2,2004-08-26,09:08,Money,United States,Unknown,Unknown,United States,stranger,0.17,0.44,2,2,33.0,unknown,464473.0,48757.0,89.0,47287.59,64.76,50.11,,,,cluster 2,cluster 33,cluster 2
119,119,1104.json,,False,False,False,no title exist,0,,,Service,Unknown,Unknown,Unknown,Unknown,unknown,0.0,0.0,3,1,34.0,unknown,,,,,,,,,,cluster 14,cluster 45,cluster 7
120,120,1105.json,False,True,False,False,attorney,2,2004-08-27,09:34,Money,Niger,Unknown,Unknown,Niger,unknown,0.07,0.33,2,1,33.0,unknown,464473.0,48757.0,89.0,427.65,0.19,106.17,,,,cluster 8,cluster 1,cluster 12
121,121,1106.json,True,False,False,True,native,2,2004-08-28,00:09,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.11,0.43,1,1,33.0,unknown,464473.0,48757.0,89.0,6472.11,8.43,56.27,,,,cluster 4,cluster 3,cluster 11
122,122,1107.json,False,True,False,True,son,2,2004-08-28,09:32,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.12,0.4,2,2,33.0,unknown,464473.0,48757.0,89.0,6472.11,8.43,56.27,,,,cluster 13,cluster 35,cluster 16
123,123,1108.json,False,True,False,True,son,2,2004-08-28,10:35,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.12,0.4,2,2,32.0,unknown,464473.0,48757.0,89.0,6472.11,8.43,56.27,,,,cluster 13,cluster 35,cluster 16
124,124,1109.json,True,False,True,True,member,1,,,Money,Switzerland,Unknown,Unknown,Switzerland,stranger,0.17,0.55,2,1,33.0,unknown,,,,,,,,short,,cluster 10,cluster 24,cluster 17
125,125,111.json,False,True,False,True,son,2,2003-02-12,16:17,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.16,0.48,3,1,33.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 1,cluster 1,cluster 12
126,126,1110.json,True,True,False,True,manager,2,2004-08-28,13:26,Money,Unknown,Unknown,Unknown,Unknown,friend of friend,0.01,0.29,1,1,34.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 6,cluster 4,cluster 14
127,127,1111.json,True,False,False,True,head,1,1980-01-03,10:02,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.09,0.44,1,1,32.0,unknown,,,,,,,,,,cluster 6,cluster 26,cluster 8
128,128,1112.json,True,True,False,False,member,2,2004-09-01,00:50,Unknown,Nigeria,Unknown,Unknown,Nigeria,stranger,0.03,0.38,1,1,33.0,unknown,464473.0,48757.0,89.0,1781.88,1.29,86.7,,,,cluster 9,cluster 17,cluster 2
129,129,1113.json,True,True,True,False,wife,1,2004-09-02,00:15,Service,Nigeria,Unknown,Unknown,Nigeria,stranger,0.08,0.43,2,1,34.0,unknown,464473.0,48757.0,89.0,1781.88,1.29,86.7,,short,,cluster 12,cluster 3,cluster 3
130,130,1114.json,True,False,False,False,no title exist,1,2004-09-03,10:46,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.01,0.46,1,1,35.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 11,cluster 12,cluster 6
131,131,1115.json,False,False,False,False,no title exist,1,2004-09-03,10:46,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.01,0.46,1,1,34.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 11,cluster 48,cluster 6
132,132,1116.json,True,False,True,False,no title exist,0,,,Money,Zimbabwe,Unknown,Unknown,Zimbabwe,stranger,0.08,0.41,1,1,33.0,unknown,,,,,,,good,short,Arts,cluster 5,cluster 56,cluster 18
133,133,1117.json,False,False,False,False,member,0,2004-09-08,18:25,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.13,0.46,2,1,34.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 9,cluster 42,cluster 6
134,134,1118.json,False,False,False,False,member,0,2004-09-08,18:25,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.13,0.46,2,1,33.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 9,cluster 6,cluster 10
135,135,1119.json,False,False,True,False,attorney,2,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.15,0.34,2,1,33.0,unknown,,,,,,,good,short,Arts,cluster 7,cluster 60,cluster 15
136,136,112.json,True,True,True,False,director,1,,,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.09,0.39,2,2,33.0,unknown,,,,,,,,short,,cluster 7,cluster 53,cluster 8
137,137,1120.json,True,False,True,False,son,0,2004-09-09,19:51,Unknown,Zimbabwe,Unknown,Unknown,Zimbabwe,stranger,0.03,0.43,2,1,34.0,unknown,464473.0,48757.0,89.0,1034.96,2.1,80.13,good,short,Arts,cluster 1,cluster 15,cluster 4
138,138,1121.json,True,False,False,False,supervisor,2,2004-09-10,14:04,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.11,0.34,1,2,35.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 2,cluster 29,cluster 10
139,139,1122.json,True,False,True,False,son,1,2004-09-13,11:36,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.06,0.41,1,1,34.0,unknown,464473.0,48757.0,89.0,1781.88,1.29,86.7,,short,,cluster 1,cluster 15,cluster 14
140,140,1123.json,True,False,True,True,wife,2,,,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.18,0.53,1,2,33.0,unknown,,,,,,,,short,,cluster 10,cluster 24,cluster 17
141,141,1124.json,True,False,False,False,son,1,2004-09-14,10:57,Money,Israel,Central District,Petaẖ Tiqwa,Unknown,stranger,0.09,0.41,1,1,34.0,low,464473.0,48757.0,89.0,26982.31,22.77,61.0,,,,cluster 21,cluster 33,cluster 11
142,142,1125.json,False,False,False,False,no title exist,1,2004-09-16,09:30,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.18,0.54,2,2,34.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 3,cluster 20,cluster 10
143,143,1126.json,False,False,True,False,no title exist,1,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.01,0.38,2,2,32.0,unknown,,,,,,,good,short,Arts,cluster 5,cluster 50,cluster 15
144,144,1127.json,False,False,True,False,no title exist,1,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.01,0.38,2,2,34.0,unknown,,,,,,,good,short,Arts,cluster 5,cluster 60,cluster 5
145,145,1128.json,True,True,True,False,citizen,2,2004-09-17,18:28,Money,Zimbabwe,Unknown,Unknown,Zimbabwe,stranger,0.12,0.62,2,1,30.0,unknown,464473.0,48757.0,89.0,1034.96,2.1,80.13,good,short,Arts,cluster 8,cluster 27,cluster 3
146,146,1129.json,True,False,True,False,head,2,2004-09-18,00:14,Service,Zimbabwe,Unknown,Unknown,Zimbabwe,stranger,0.14,0.34,2,3,34.0,unknown,464473.0,48757.0,89.0,1034.96,2.1,80.13,,short,,cluster 4,cluster 30,cluster 3
147,147,113.json,False,True,False,False,member,2,2003-02-14,18:07,Money,United States,Virginia,Herndon,Unknown,stranger,0.16,0.45,2,2,29.0,low,96784.0,11282.3,82.0,45980.51,61.7,50.48,,,,cluster 12,cluster 62,cluster 20
148,148,1130.json,True,False,False,False,no title exist,0,2004-09-18,01:11,Money,Unknown,Unknown,Unknown,Unknown,stranger,-0.0,0.46,2,1,33.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 3,cluster 10,cluster 9
149,149,1131.json,False,False,False,False,no title exist,0,2004-09-18,01:11,Money,Unknown,Unknown,Unknown,Unknown,stranger,-0.0,0.46,2,1,33.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 3,cluster 12,cluster 6
150,150,1132.json,True,False,True,True,wife,1,2004-09-18,07:03,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.09,0.38,1,1,34.0,unknown,464473.0,48757.0,89.0,6472.11,8.43,56.27,,short,,cluster 1,cluster 40,cluster 4
151,151,1133.json,True,False,True,True,officer,1,2004-09-18,14:12,Money,Hong Kong,Unknown,Unknown,Hong Kong,unknown,0.16,0.43,2,2,33.0,unknown,464473.0,48757.0,89.0,,,,,short,,cluster 8,cluster 28,cluster 13
152,152,1134.json,False,False,True,True,officer,1,2004-09-18,14:07,Money,Hong Kong,Unknown,Unknown,Hong Kong,unknown,0.16,0.43,2,2,34.0,unknown,464473.0,48757.0,89.0,,,,,short,,cluster 8,cluster 40,cluster 13
153,153,1135.json,False,False,True,True,officer,1,2004-09-18,14:16,Money,Hong Kong,Unknown,Unknown,Hong Kong,unknown,0.16,0.43,2,2,34.0,unknown,464473.0,48757.0,89.0,,,,,short,,cluster 8,cluster 40,cluster 13
154,154,1136.json,True,True,False,False,no title exist,2,2004-09-18,17:52,Money,United Kingdom,Unknown,Unknown,United Kingdom,stranger,0.09,0.32,1,1,34.0,unknown,464473.0,48757.0,89.0,39018.95,65.61,51.94,,,,cluster 10,cluster 40,cluster 13
155,155,1137.json,False,False,True,False,son,1,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.07,0.42,3,2,34.0,unknown,,,,,,,,short,,cluster 9,cluster 8,cluster 5
156,156,1138.json,True,False,False,False,merchant,2,2004-09-20,00:14,Money,Malaysia,Unknown,Unknown,Malaysia,friend of friend,0.06,0.49,1,1,33.0,unknown,464473.0,48757.0,89.0,7720.83,42.25,54.81,,,,cluster 9,cluster 11,cluster 11
157,157,1139.json,True,False,False,False,merchant,2,2004-09-20,00:29,Money,Malaysia,Unknown,Unknown,Malaysia,friend of friend,0.06,0.49,1,1,34.0,unknown,464473.0,48757.0,89.0,7720.83,42.25,54.81,,,,cluster 9,cluster 3,cluster 3
158,158,114.json,False,False,False,False,member,2,2003-02-16,11:52,Money,Germany,Unknown,Unknown,Germany,stranger,0.06,0.42,3,3,33.0,unknown,96784.0,11282.3,82.0,38076.98,55.9,48.94,,,,cluster 9,cluster 7,cluster 2
159,159,1140.json,False,False,False,False,merchant,2,2004-09-20,00:29,Money,Malaysia,Unknown,Unknown,Malaysia,friend of friend,0.06,0.49,1,1,31.0,unknown,464473.0,48757.0,89.0,7720.83,42.25,54.81,,,,cluster 9,cluster 2,cluster 2
160,160,1141.json,True,False,False,True,assistance,1,,,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.11,0.46,1,1,34.0,unknown,,,,,,,,,,cluster 14,cluster 39,cluster 17
161,161,1142.json,True,False,True,False,no title exist,0,2004-09-21,00:03,Service,Unknown,Unknown,Unknown,Unknown,stranger,0.21,0.46,1,1,29.0,unknown,464473.0,48757.0,89.0,,,,,short,,cluster 3,cluster 39,cluster 17
162,162,1143.json,True,False,True,False,accountant,2,,,Service,Unknown,Unknown,Unknown,Unknown,unknown,0.12,0.39,2,3,34.0,unknown,,,,,,,good,short,Arts,cluster 14,cluster 55,cluster 7
163,163,1144.json,True,False,True,False,accountant,2,,,Service,Unknown,Unknown,Unknown,Unknown,unknown,0.12,0.39,2,3,32.0,unknown,,,,,,,good,short,Arts,cluster 14,cluster 24,cluster 17
164,164,1145.json,True,False,True,False,accountant,2,,,Service,Unknown,Unknown,Unknown,Unknown,unknown,0.12,0.39,2,3,34.0,unknown,,,,,,,good,short,Arts,cluster 14,cluster 55,cluster 7
165,165,1146.json,False,False,True,False,accountant,2,,,Service,Unknown,Unknown,Unknown,Unknown,unknown,0.12,0.39,2,3,29.0,unknown,,,,,,,good,short,Arts,cluster 14,cluster 31,cluster 8
166,166,1147.json,True,False,True,False,accountant,2,,,Service,Unknown,Unknown,Unknown,Unknown,unknown,0.12,0.39,2,3,32.0,unknown,,,,,,,good,short,Arts,cluster 14,cluster 24,cluster 17
167,167,1148.json,False,False,True,False,accountant,2,,,Service,Unknown,Unknown,Unknown,Unknown,unknown,0.12,0.39,2,3,35.0,unknown,,,,,,,good,short,Arts,cluster 14,cluster 26,cluster 8
168,168,1149.json,False,False,True,False,accountant,2,,,Service,Unknown,Unknown,Unknown,Unknown,unknown,0.12,0.39,2,3,34.0,unknown,,,,,,,good,short,Arts,cluster 14,cluster 26,cluster 17
169,169,115.json,True,False,False,False,no title exist,0,2001-05-02,02:18,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.03,0.39,3,2,34.0,unknown,209137.0,7413.5,30.0,,,,,,,cluster 3,cluster 6,cluster 6
170,170,1150.json,True,False,False,False,member,1,2004-09-21,11:36,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.09,0.39,1,2,29.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 9,cluster 20,cluster 10
171,171,1151.json,True,False,False,False,member,1,2004-09-21,11:36,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.09,0.39,1,2,34.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 9,cluster 6,cluster 6
172,172,1152.json,True,True,False,False,auditor,2,2004-09-23,12:23,Money,Gabon,Unknown,Unknown,Gabon,stranger,0.13,0.43,1,2,34.0,unknown,464473.0,48757.0,89.0,9679.07,2.98,80.19,,,,cluster 9,cluster 11,cluster 11
173,173,1153.json,False,True,False,False,no title exist,2,2004-09-22,12:26,Money,France,Unknown,Unknown,France,stranger,0.12,0.33,1,3,34.0,unknown,464473.0,48757.0,89.0,39794.64,39.15,53.82,,,,cluster 11,cluster 33,cluster 11
174,174,1154.json,True,False,True,False,son,2,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.09,0.42,1,1,34.0,unknown,,,,,,,,short,,cluster 8,cluster 61,cluster 21
175,175,1155.json,False,False,True,False,son,2,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.09,0.42,1,1,34.0,unknown,,,,,,,,short,,cluster 9,cluster 64,cluster 22
176,176,1156.json,True,False,False,False,daughter,1,2004-09-22,18:20,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.13,0.52,1,1,29.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 10,cluster 6,cluster 10
177,177,1157.json,True,False,False,True,director,2,2004-09-22,19:16,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.22,0.52,1,1,33.0,unknown,464473.0,48757.0,89.0,6472.11,8.43,56.27,,,,cluster 9,cluster 3,cluster 11
178,178,1158.json,True,False,False,True,director,2,2004-09-22,19:16,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.22,0.52,1,1,34.0,unknown,464473.0,48757.0,89.0,6472.11,8.43,56.27,,,,cluster 9,cluster 22,cluster 3
179,179,1159.json,True,False,False,False,no title exist,0,2004-09-23,01:18,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.11,0.45,1,2,35.0,unknown,464473.0,48757.0,89.0,1781.88,1.29,86.7,,,,cluster 11,cluster 40,cluster 13
180,180,116.json,True,False,False,False,no title exist,0,2001-05-02,02:18,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.03,0.39,3,2,34.0,unknown,209137.0,7413.5,30.0,,,,,,,cluster 3,cluster 6,cluster 6
181,181,1160.json,True,False,False,False,director,2,2004-09-23,08:23,Money,Kenya,Unknown,Unknown,Kenya,unknown,0.19,0.46,1,1,33.0,unknown,464473.0,48757.0,89.0,829.95,3.02,86.38,,,,cluster 8,cluster 3,cluster 11
182,182,1161.json,True,False,False,False,director,2,2004-09-23,08:23,Money,Kenya,Unknown,Unknown,Kenya,unknown,0.19,0.46,1,1,32.0,unknown,464473.0,48757.0,89.0,829.95,3.02,86.38,,,,cluster 8,cluster 3,cluster 11
183,183,1162.json,False,True,False,False,no title exist,1,2004-09-23,13:52,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.02,0.42,1,1,35.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 11,cluster 48,cluster 6
184,184,1163.json,False,True,False,True,officer,2,2004-09-23,10:27,Money,Benin,Unknown,Unknown,Benin,unknown,0.11,0.41,2,2,33.0,unknown,464473.0,48757.0,89.0,1001.85,1.18,91.57,,,,cluster 9,cluster 43,cluster 20
185,185,1164.json,False,False,True,False,no title exist,2,,,Money,Senegal,Unknown,Unknown,Senegal,stranger,0.19,0.51,2,1,29.0,unknown,,,,,,,good,short,Arts,cluster 5,cluster 47,cluster 7
186,186,1165.json,True,True,True,True,wife,1,,,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,-0.0,0.45,1,1,32.0,unknown,,,,,,,,long,,cluster 10,cluster 31,cluster 8
187,187,1166.json,True,True,False,False,no title exist,1,2004-09-24,11:06,Money,Spain,Unknown,Unknown,Spain,stranger,0.02,0.39,2,1,29.0,unknown,464473.0,48757.0,89.0,30445.75,44.01,44.79,,,,cluster 2,cluster 30,cluster 11
188,188,1167.json,False,False,False,False,girl,0,2004-09-25,15:31,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.4,0.47,1,3,35.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 4,cluster 20,cluster 14
189,189,1168.json,False,False,False,False,girl,0,2004-09-25,15:31,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.4,0.47,1,3,29.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 4,cluster 14,cluster 14
190,190,1169.json,True,False,False,False,muslim,1,2004-09-26,18:49,Money,Iraq,Unknown,Unknown,Iraq,unknown,0.12,0.5,1,1,35.0,unknown,464473.0,48757.0,89.0,3791.03,0.9,83.92,,,,cluster 4,cluster 30,cluster 11
191,191,117.json,True,False,False,False,manager,2,2003-02-20,12:00,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.02,0.4,1,3,33.0,unknown,96784.0,11282.3,82.0,,,,,,,cluster 8,cluster 6,cluster 10
192,192,1170.json,False,True,True,True,no title exist,2,2004-09-25,19:13,Money,Senegal,Unknown,Unknown,Senegal,stranger,0.07,0.41,2,2,29.0,unknown,464473.0,48757.0,89.0,1201.7,4.39,89.21,,short,Science,cluster 11,cluster 17,cluster 2
193,193,1171.json,False,True,False,False,no title exist,2,2004-09-27,10:13,Money,Senegal,Unknown,Unknown,Senegal,stranger,0.11,0.38,2,2,34.0,unknown,464473.0,48757.0,89.0,1201.7,4.39,89.21,,,,cluster 11,cluster 7,cluster 2
194,194,1172.json,False,False,False,True,son,1,2004-09-27,17:07,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.05,0.49,2,1,34.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 1,cluster 4,cluster 14
195,195,1173.json,False,False,True,False,director,2,,,Money,Nigeria,Unknown,Unknown,Nigeria,friend of friend,0.05,0.49,1,2,34.0,unknown,,,,,,,good,short,Arts,cluster 10,cluster 24,cluster 17
196,196,1174.json,False,False,True,False,director,2,,,Money,Nigeria,Unknown,Unknown,Nigeria,friend of friend,0.05,0.49,1,2,29.0,unknown,,,,,,,good,short,Arts,cluster 10,cluster 26,cluster 8
197,197,1175.json,False,False,True,False,director,2,,,Money,Nigeria,Unknown,Unknown,Nigeria,friend of friend,0.05,0.49,1,2,35.0,unknown,,,,,,,good,short,Arts,cluster 10,cluster 39,cluster 8
198,198,1176.json,True,False,True,True,son,1,,,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.05,0.48,2,1,33.0,unknown,,,,,,,good,short,Arts,cluster 8,cluster 55,cluster 17
199,199,1177.json,False,False,True,False,director,2,,,Money,Nigeria,Unknown,Unknown,Nigeria,friend of friend,0.05,0.49,1,2,29.0,unknown,,,,,,,good,short,Arts,cluster 10,cluster 26,cluster 8
200,200,1178.json,False,False,True,False,director,2,,,Money,Nigeria,Unknown,Unknown,Nigeria,friend of friend,0.05,0.49,1,2,34.0,unknown,,,,,,,good,short,Arts,cluster 10,cluster 24,cluster 17
201,201,1179.json,True,False,False,False,member,0,2004-09-29,12:58,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.13,0.46,2,1,34.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 9,cluster 23,cluster 9
202,202,118.json,True,False,False,False,manager,2,2003-02-20,12:01,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.02,0.4,1,3,33.0,unknown,96784.0,11282.3,82.0,,,,,,,cluster 8,cluster 6,cluster 10
203,203,1180.json,False,False,False,False,member,0,2004-09-29,12:58,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.13,0.46,2,1,34.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 9,cluster 42,cluster 6
204,204,1181.json,True,False,False,False,person,1,2004-09-29,15:31,Money,United States,Georgia,Candler-McAfee,Unknown,stranger,0.11,0.35,1,2,35.0,low,464473.0,48757.0,89.0,47287.59,64.76,50.11,,,,cluster 1,cluster 7,cluster 1
205,205,1182.json,False,False,False,True,manager,1,2004-09-30,11:19,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.11,0.46,3,2,34.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 8,cluster 15,cluster 4
206,206,1183.json,False,False,False,True,manager,1,2004-09-30,11:19,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.11,0.46,3,2,34.0,unknown,464473.0,48757.0,89.0,,,,,,,cluster 8,cluster 15,cluster 4
207,207,1184.json,True,False,False,False,no title exist,2,2004-10-01,03:52,Money,Germany,Unknown,Unknown,Germany,stranger,0.18,0.51,1,1,34.0,unknown,464473.0,48757.0,89.0,38532.78,64.73,49.44,,,,cluster 11,cluster 18,cluster 4
208,208,1185.json,False,True,True,True,no title exist,1,,,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.1,0.45,1,1,34.0,unknown,,,,,,,,short,,cluster 5,cluster 45,cluster 7
209,209,1186.json,True,False,True,True,manager,2,,,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.15,0.37,1,1,35.0,unknown,,,,,,,,short,,cluster 10,cluster 45,cluster 7
